CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Age,Under 30,Married,Number of Dependents,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
0731-EBJQB          ,0,0,1,0,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,E- check,20.4,1090.65,0,5482,24,1,1,0,1,3,Offer B,5.65,None,0,0,0,0,0,0.0,0.0,293.8,1384.45,3
1986-PHGZF          ,1,1,0,0,18,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Auto Credit card,58.4,964.9,0,2812,73,0,0,0,0,0,Offer D,47.34,DSL,7,0,0,0,1,0.0,0.0,852.12,1817.02,4
1921-KYSAY          ,0,0,0,0,41,1,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,1,E- check,68.6,2877.05,0,4572,36,0,0,0,0,0,None,36.93,DSL,30,1,1,1,1,0.0,0.0,1514.13,4391.18,4
5837-LXSDN          ,0,0,1,1,21,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Auto Credit card,58.85,1215.45,0,2845,63,0,1,3,1,1,None,35.72,Cable,30,0,0,0,1,0.0,0.0,750.12,1965.57,4
1704-NRWYE          ,0,1,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,E- check,80.85,751.65,1,5242,79,0,0,0,0,0,None,43.34,Fiber Optic,2,0,0,0,1,0.0,0.0,390.06,1141.71,2
6625-FLENO          ,1,0,1,0,58,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1185.95,0,4927,31,0,1,0,1,9,None,18.68,None,0,0,0,0,0,0.0,0.0,1083.44,2269.39,5
3198-VELRD          ,0,0,1,0,3,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Auto Bank transfer,84.75,264.85,1,2014,47,0,1,0,1,1,None,38.09,Fiber Optic,30,0,0,1,1,0.0,0.0,114.27,379.12,1
7774-OJSXI          ,1,0,0,0,31,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,E- check,103.45,3066.45,1,5387,53,0,0,0,0,0,None,9.27,Fiber Optic,30,1,0,1,1,0.0,0.0,287.37,3353.82,3
7789-HKSBS          ,0,1,1,0,42,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Auto Bank transfer,105.2,4599.15,0,5573,79,0,1,0,1,2,None,35.38,Fiber Optic,7,1,0,1,1,40.46,0.0,1485.96,6044.65,3
1013-QCWAM          ,0,1,1,0,66,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,E- check,100.8,6690.75,0,5469,73,0,1,0,0,0,Offer A,28.06,Fiber Optic,20,0,0,0,1,0.0,0.0,1851.96,8542.71,4
4558-FANTW          ,0,0,1,0,17,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,E- check,91.85,1574.45,1,5643,30,0,1,0,1,1,Offer D,41.95,Fiber Optic,51,0,1,0,1,0.0,0.0,713.15,2287.6,1
4713-LZDRV          ,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,E- check,79.6,195.05,1,4322,80,0,0,0,0,0,Offer E,31.91,Cable,30,0,0,0,1,0.0,0.0,63.82,258.87,3
2595-KIWPV          ,1,0,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,19.7,509.3,0,4052,48,0,0,1,0,0,Offer C,32.28,None,0,0,0,0,0,0.0,0.0,871.56,1380.86,3
1444-VVSGW          ,1,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Auto Credit card,115.65,7968.85,1,5563,51,0,1,0,1,1,Offer A,17.17,Fiber Optic,20,1,1,1,0,0.0,10.0,1201.9,9180.75,2
0599-XNYDO          ,0,0,1,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Auto Bank transfer,69.8,1540.35,0,5456,51,0,1,0,0,0,None,43.49,Fiber Optic,28,0,0,0,1,0.0,0.0,869.8,2410.15,5
5327-CNLUQ          ,1,0,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Auto Bank transfer,96.9,4473.45,0,2613,33,0,1,0,1,1,Offer B,6.1,Fiber Optic,18,1,0,0,1,0.0,0.0,292.8,4766.25,4
3569-EDBPQ          ,0,0,0,0,24,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,E- check,84.35,1938.05,0,2198,44,0,0,0,0,0,None,25.81,Fiber Optic,3,0,1,0,1,0.0,0.0,619.44,2557.49,3
3926-CUQZX          ,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Auto Bank transfer,45.1,45.1,1,4884,27,1,0,0,0,0,Offer E,11.06,DSL,58,0,0,1,1,0.0,0.0,11.06,56.16,3
1215-EXRMO          ,1,0,1,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.55,1067.65,0,4745,32,0,1,0,1,4,None,46.91,None,0,0,0,0,0,0.0,0.0,2345.5,3413.15,3
6749-UTDVX          ,1,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,E- check,103.65,7634.8,0,6088,64,0,0,0,0,0,Offer A,10.87,Fiber Optic,16,1,0,1,1,0.0,0.0,782.64,8417.44,5
1401-FTHFQ          ,1,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Auto Credit card,20.0,445.3,0,2170,64,0,1,1,1,2,Offer D,24.22,None,0,0,0,0,0,0.0,0.0,557.06,1002.36,5
3323-CPBWR          ,1,0,0,0,23,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Auto Credit card,96.9,2085.45,0,3875,61,0,0,0,0,0,Offer D,8.5,Fiber Optic,6,1,1,0,1,0.0,0.0,195.5,2280.95,4
3027-YNWZU          ,0,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,25.0,1584.8,0,5538,44,0,1,0,1,5,Offer B,6.81,None,0,0,0,0,0,0.0,0.0,435.84,2020.64,5
1724-IQWNM          ,1,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.3,19.3,0,4136,37,0,0,1,0,0,Offer E,8.66,None,0,0,0,0,0,0.0,0.0,8.66,27.96,3
6713-OKOMC          ,0,0,0,0,10,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.75,301.9,0,2013,42,0,0,0,0,0,Offer D,0.0,DSL,8,0,0,0,1,0.0,0.0,0.0,301.9,3
7176-WRTNX          ,1,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Auto Bank transfer,114.95,7711.25,0,4511,51,0,0,0,0,0,Offer A,14.63,Fiber Optic,30,1,1,1,1,0.0,0.0,1024.1,8735.35,3
4815-GBTCD          ,0,0,1,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,25.15,99.95,0,3891,55,0,1,0,1,1,None,0.0,DSL,29,0,0,0,1,0.0,0.0,0.0,99.95,4
0691-JVSYA          ,0,0,1,0,53,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Auto Bank transfer,94.85,5000.2,1,4328,24,1,1,0,1,5,None,40.62,Fiber Optic,73,1,0,1,1,18.55,0.0,2152.86,7134.51,1
1785-BPHTP          ,1,0,1,1,28,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,E- check,85.45,2289.9,0,4022,64,0,1,2,1,6,None,3.18,Fiber Optic,12,1,0,0,1,0.0,0.0,89.04,2378.94,3
0936-NQLJU          ,0,0,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,20.65,875.55,0,5062,40,0,1,0,1,9,Offer B,8.44,None,0,0,0,0,0,0.0,0.0,346.04,1221.59,3
1852-XEMDW          ,1,0,0,0,22,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,65.05,1427.55,0,4709,20,1,0,0,0,0,Offer D,43.78,DSL,47,1,0,0,0,0.0,10.0,963.16,2400.71,4
1955-IBMMB          ,1,0,0,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Auto Bank transfer,20.2,1192.3,0,5216,47,0,0,0,0,0,None,47.17,None,0,0,0,0,0,0.0,0.0,2783.03,3975.33,4
5567-GZKQY          ,1,0,0,0,58,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,20.3,1131.5,0,4335,58,0,0,0,0,0,Offer B,29.25,None,0,0,0,0,0,0.0,0.0,1696.5,2828.0,4
0604-THJFP          ,0,0,1,0,59,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Auto Credit card,75.95,4542.35,0,5446,40,0,1,0,1,4,Offer B,8.28,DSL,22,0,1,1,1,0.0,0.0,488.52,5030.87,3
0431-APWVY          ,0,0,1,0,28,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Auto Bank transfer,90.1,2598.95,1,5958,37,0,1,0,1,1,None,18.31,Fiber Optic,13,0,0,1,1,0.0,0.0,512.68,3111.63,3
6115-ZTBFQ          ,0,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Auto Bank transfer,65.5,4919.7,0,4119,56,0,1,0,1,6,None,0.0,DSL,4,1,1,1,1,0.0,0.0,0.0,4919.7,3
4723-BEGSG          ,1,0,1,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Auto Credit card,86.65,6094.25,0,5483,35,0,1,0,1,1,None,12.12,Cable,23,1,1,1,1,3.2,0.0,872.64,6963.69,3
5339-PXDVH          ,1,0,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,E- check,90.65,367.95,0,3559,43,0,0,0,0,0,Offer E,31.57,Fiber Optic,18,0,0,0,1,0.0,0.0,126.28,494.23,3
2920-RNCEZ          ,1,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Auto Credit card,69.95,69.95,0,5133,46,0,1,1,1,10,None,11.45,Fiber Optic,14,0,0,0,1,0.0,0.0,11.45,81.4,3
9565-JSNFM          ,1,0,0,0,38,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Auto Bank transfer,70.45,2597.6,1,5437,39,0,0,0,0,0,None,33.71,Fiber Optic,17,0,0,0,1,0.0,0.0,1280.98,3878.58,3
2404-JIBFC          ,0,0,1,1,55,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Auto Bank transfer,85.1,4657.95,0,5661,37,0,1,3,1,1,None,8.39,DSL,52,1,1,1,1,0.0,0.0,461.45,5119.4,3
0104-PPXDV          ,1,0,1,0,58,1,No,DSL,No,No,Yes,No,No,No,One year,0,Auto Credit card,50.3,2878.55,0,5232,61,0,1,0,1,10,None,18.37,DSL,18,1,0,0,1,10.23,0.0,1065.46,3933.78,5
1764-VUUMT          ,1,0,0,1,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,19.95,1269.1,0,6382,63,0,0,1,0,0,None,37.94,None,0,0,0,0,0,0.0,0.0,2504.04,3773.14,4
7693-QPEFS          ,1,1,0,0,52,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Auto Bank transfer,72.95,3829.75,0,4368,75,0,0,0,0,0,Offer B,42.19,Fiber Optic,11,0,0,0,1,0.0,0.0,2193.88,6023.63,3
2550-AEVRU          ,0,0,1,1,57,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,E- check,53.45,3053.0,0,5660,33,0,1,2,1,1,None,17.01,DSL,11,0,0,0,1,0.0,0.0,969.57,4022.57,3
2577-GVSIL          ,1,0,1,0,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Auto Bank transfer,73.45,2661.1,0,4719,61,0,1,0,1,10,None,13.39,DSL,20,0,1,1,1,0.0,0.0,468.65,3129.75,4
9793-WECQC          ,1,0,0,0,23,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.3,2192.9,0,5029,53,0,0,0,0,0,None,48.21,Fiber Optic,23,0,0,1,1,0.0,0.0,1108.83,3301.73,3
9839-ETQOE          ,1,0,0,1,43,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,E- check,40.45,1912.85,0,3176,41,0,0,2,0,0,None,0.0,DSL,25,1,0,0,1,0.0,0.0,0.0,1912.85,3
6087-MVHJH          ,0,0,0,0,16,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,E- check,88.45,1422.1,1,5186,44,0,0,0,0,0,Offer D,17.8,Fiber Optic,5,1,0,1,0,0.0,140.0,284.8,1846.9,2
5982-FPVQN          ,0,0,1,1,37,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,E- check,95.15,3532.85,0,3407,40,0,1,1,1,2,None,41.03,Fiber Optic,15,1,0,1,1,0.0,0.0,1518.11,5050.96,3
6519-CFDBX          ,0,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,45.4,80.95,0,4964,31,0,0,0,0,0,None,10.81,Cable,13,0,0,0,1,0.0,0.0,21.62,102.57,3
5075-JSDKI          ,0,0,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,E- check,24.45,1493.1,0,6196,64,0,0,0,0,0,Offer B,41.23,None,0,0,0,0,0,0.0,0.0,2432.57,3925.67,4
9397-TZSHA          ,0,0,0,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,24.6,1678.05,0,5294,24,1,0,0,0,0,Offer A,36.5,None,0,0,0,0,0,28.42,0.0,2518.5,4168.13,5
3933-DQPWX          ,0,0,0,0,50,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Auto Credit card,39.7,1932.75,0,5174,48,0,0,0,0,0,None,0.0,DSL,6,1,1,0,1,0.0,0.0,0.0,1932.75,3
4548-SDBKE          ,0,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,E- check,85.2,474.8,1,4109,26,1,0,0,0,0,Offer E,34.49,Fiber Optic,46,0,0,1,1,0.0,0.0,172.45,647.25,3
7802-EFKNY          ,1,0,1,0,5,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,24.95,100.4,1,5865,37,0,1,0,1,1,Offer E,0.0,DSL,7,0,0,0,1,0.0,0.0,0.0,100.4,1
3398-ZOUAA          ,1,1,1,0,21,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,69.1,1474.75,1,3853,76,0,1,0,1,1,Offer D,19.74,Fiber Optic,18,0,0,0,1,0.0,0.0,414.54,1889.29,2
0829-XXPLX          ,0,0,0,0,20,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Auto Bank transfer,89.4,1871.15,0,2098,48,0,0,0,0,0,None,30.52,Fiber Optic,21,1,0,0,1,0.0,0.0,610.4,2481.55,4
1248-DYXUB          ,1,0,1,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.8,1229.1,0,5320,42,0,1,3,1,1,Offer B,40.33,None,0,0,0,0,0,0.0,0.0,2097.16,3326.26,5
9710-NJERN          ,0,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,826.0,0,2007,30,0,0,0,0,0,Offer C,1.57,None,0,0,0,0,0,25.92,0.0,61.23,861.31,3
3678-MNGZX          ,1,0,1,1,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Bank transfer,19.95,1377.7,0,4165,45,0,1,3,1,1,Offer A,35.89,None,0,0,0,0,0,28.98,0.0,2440.52,3789.24,3
6497-TILVL          ,0,0,1,1,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.7,350.35,0,3097,20,1,1,2,1,1,None,25.64,DSL,71,0,0,0,1,0.0,0.0,179.48,529.83,3
3834-XUIFC          ,1,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,85.2,602.55,1,3905,23,1,0,0,0,0,Offer E,18.83,Fiber Optic,26,0,0,1,1,0.0,0.0,131.81,734.36,1
8398-TBIYD          ,0,0,0,0,72,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Auto Bank transfer,84.7,6185.15,0,4520,45,0,0,0,0,0,Offer A,8.48,Fiber Optic,22,0,1,0,1,0.0,0.0,610.56,6795.71,3
1518-OMDIK          ,1,0,1,0,33,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Auto Credit card,44.55,1462.6,0,2422,23,1,1,0,1,6,Offer C,48.49,DSL,51,0,0,0,1,0.0,0.0,1600.17,3062.77,4
2931-FSOHN          ,1,1,0,0,13,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,E- check,59.9,788.35,0,5254,76,0,0,0,0,0,None,49.9,DSL,30,0,0,0,1,0.0,0.0,648.7,1437.05,5
0524-IAVZO          ,0,0,1,0,30,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,E- check,85.0,2624.25,1,3698,25,1,1,0,1,1,Offer C,4.82,Fiber Optic,41,0,0,1,1,0.0,0.0,144.6,2768.85,2
4514-GFCFI          ,0,1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,E- check,84.75,1350.15,1,5136,76,0,0,0,0,0,None,17.51,Fiber Optic,7,0,0,0,1,0.0,0.0,280.16,1630.31,2
4990-ALDGW          ,1,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1118.8,0,6271,37,0,0,0,0,0,None,38.73,None,0,0,0,0,0,0.0,0.0,2207.61,3326.41,3
6994-FGRHH          ,1,0,1,1,70,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,E- check,106.15,7475.1,0,4649,37,0,1,3,1,7,None,3.67,Fiber Optic,28,1,1,1,1,0.0,0.0,256.9,7732.0,4
4827-USJHP          ,1,0,0,0,20,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.8,1023.85,0,2764,45,0,0,0,0,0,Offer D,3.94,DSL,18,0,0,0,1,0.0,0.0,78.8,1102.65,4
3904-UKFRE          ,1,0,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,E- check,80.1,336.15,0,2333,27,1,0,0,0,0,Offer E,44.16,Fiber Optic,82,0,0,0,1,0.0,0.0,176.64,512.79,3
0100-DUVFC          ,1,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,E- check,104.8,7308.95,0,5291,66,0,1,0,1,3,None,39.49,Fiber Optic,28,1,0,0,1,6.11,0.0,2764.3,10067.14,5
6348-SNFUS          ,1,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Auto Credit card,55.45,4179.2,0,4556,30,0,1,0,1,5,Offer A,0.0,Cable,47,1,1,1,1,0.0,0.0,0.0,4179.2,3
9512-UIBFX          ,1,0,1,0,18,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,95.15,1779.95,1,4643,52,0,1,0,1,6,None,1.51,Fiber Optic,28,1,0,1,1,10.17,0.0,27.18,1796.96,3
2284-VFLKH          ,1,0,1,0,49,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Auto Credit card,99.25,4920.8,0,4995,23,1,1,0,1,4,Offer B,33.93,Fiber Optic,27,1,1,1,1,0.0,0.0,1662.57,6583.37,3
9619-GSATL          ,0,0,0,0,43,1,No,DSL,No,Yes,No,Yes,No,No,One year,0,E- check,55.45,2444.25,0,3350,38,0,0,0,0,0,None,1.6,DSL,19,0,1,0,0,0.0,130.0,68.8,2643.05,4
6828-HMKWP          ,1,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Bank transfer,21.05,262.05,0,4843,24,1,1,1,1,3,None,49.7,None,0,0,0,0,0,0.0,0.0,596.4,858.45,4
4910-AQFFX          ,1,0,1,0,9,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Auto Bank transfer,79.35,661.25,1,4533,30,0,1,0,1,1,None,31.67,Cable,59,1,0,0,0,0.0,10.0,285.03,956.28,3
3870-SPZSI          ,0,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Auto Credit card,113.05,7869.05,0,4203,56,0,1,2,1,4,Offer A,33.25,Fiber Optic,15,1,1,1,1,0.0,0.0,2327.5,10196.55,5
7615-ESMYF          ,0,0,1,0,2,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,E- check,44.6,97.1,1,5482,23,1,1,0,1,1,None,0.0,Cable,51,0,0,1,1,0.0,0.0,0.0,97.1,3
6789-HJBWG          ,0,0,0,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,E- check,49.4,611.65,0,5007,20,1,0,0,0,0,Offer D,17.14,DSL,48,0,0,0,0,0.0,90.0,205.68,907.33,3
9220-CXRSC          ,0,0,1,1,69,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,0,Auto Credit card,61.4,4059.85,0,5266,56,0,1,2,1,10,None,39.07,DSL,19,0,1,0,1,0.0,0.0,2695.83,6755.68,3
5448-VWNAM          ,0,0,0,1,19,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Mailed check,75.9,1375.6,0,4198,49,0,0,3,0,0,Offer D,8.02,DSL,57,0,1,0,1,0.0,0.0,152.38,1527.98,4
9385-NXKDA          ,0,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Auto Credit card,82.65,5919.35,0,4324,53,0,1,0,1,7,Offer A,17.28,DSL,11,1,0,1,1,0.0,0.0,1244.16,7163.51,3
2428-HYUNX          ,1,1,1,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Auto Credit card,19.35,847.25,0,4975,74,0,1,0,1,4,None,1.89,None,0,0,0,0,0,0.0,0.0,83.16,930.41,5
8844-TONUD          ,1,0,1,0,13,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,96.65,1162.85,1,5295,54,0,1,0,1,4,Offer D,45.6,Fiber Optic,11,1,0,1,1,0.0,0.0,592.8,1755.65,1
9142-XMYJH          ,0,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Auto Credit card,19.35,601.6,0,5227,46,0,0,0,0,0,None,2.76,None,0,0,0,0,0,0.0,0.0,80.04,681.64,5
6029-CSMJE          ,1,0,0,0,17,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.65,440.2,0,3090,63,0,0,0,0,0,None,0.0,Cable,11,0,0,0,1,0.0,0.0,0.0,440.2,3
2729-VNVAP          ,0,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,19.8,641.35,0,2635,35,0,1,1,0,0,None,12.51,None,0,0,0,0,0,0.0,0.0,412.83,1054.18,4
2960-NKRSO          ,1,0,0,0,24,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,E- check,85.95,2107.15,0,5421,60,0,0,0,0,0,None,9.53,Fiber Optic,24,1,1,0,1,0.0,0.0,228.72,2335.87,3
5027-YOCXN          ,1,0,1,0,51,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Auto Credit card,110.05,5686.4,0,5604,23,1,1,0,1,6,None,26.73,Fiber Optic,41,0,1,1,1,20.28,0.0,1363.23,7029.35,3
9402-ROUMJ          ,0,0,1,1,67,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Auto Bank transfer,100.25,6689.0,0,5588,52,0,1,3,1,10,Offer A,3.04,Fiber Optic,30,1,1,1,1,0.0,0.0,203.68,6892.68,3
5562-YJQGT          ,0,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Auto Credit card,20.35,35.1,0,3746,57,0,0,0,0,0,None,2.46,None,0,0,0,0,0,0.0,0.0,4.92,40.02,5
9828-QHFBK          ,1,0,0,0,24,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,E- check,51.15,1275.7,0,5796,60,0,0,0,0,0,None,33.97,DSL,22,0,0,0,1,0.0,0.0,815.28,2090.98,3
6522-OIQSX          ,0,0,1,1,69,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Auto Credit card,54.95,3772.5,0,4175,60,0,1,3,1,4,Offer A,0.0,Cable,56,1,0,1,1,0.0,0.0,0.0,3772.5,4
2154-KVJFF          ,0,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,E- check,79.75,1111.85,1,2813,42,0,0,0,0,0,Offer D,42.83,Fiber Optic,21,0,0,0,1,0.0,0.0,642.45,1754.3,3
3791-LGQCY          ,0,1,1,0,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Auto Bank transfer,100.65,5688.05,1,4803,68,0,1,0,1,1,None,33.81,Cable,29,1,0,0,0,0.0,130.0,1893.36,7711.41,1
2202-OUTMO          ,0,0,1,0,34,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Auto Bank transfer,60.85,2003.6,0,3012,59,0,1,0,1,5,None,12.3,DSL,26,0,1,0,1,0.0,0.0,418.2,2421.8,4
6478-HRRCZ          ,1,0,1,0,32,1,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,0,Mailed check,70.5,2201.75,0,5870,47,0,1,0,1,7,None,44.45,DSL,6,0,1,1,1,0.0,0.0,1422.4,3624.15,4
8840-DQLGN          ,0,1,1,0,35,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Auto Bank transfer,100.5,3653.35,1,4745,65,0,1,0,1,1,None,15.98,Cable,22,0,1,0,1,0.0,0.0,559.3,4212.65,1
5176-LMJXE          ,0,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.55,945.7,0,5404,34,0,0,0,0,0,None,44.69,None,0,0,0,0,0,0.0,0.0,2100.43,3046.13,4
7407-SUJIZ          ,1,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,541.5,0,2305,33,0,0,0,0,0,Offer C,13.36,None,0,0,0,0,0,0.0,0.0,334.0,875.5,3
